contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
Fuji Construction Co. Ltd.,Fuji Construction,,,private,false,0.91,Japanese-origin construction firm; operates privately in US DoD contracting.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
"G & G Steel Inc.,*",G & G Steel,,,private,false,0.92,Small-business steel supplier marked as awardee; no public parent.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
G&S Test Solutions LLC,G&S Test Solutions,,,private,false,0.9,Small testing and engineering services firm; no public affiliation detected.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
"G. A. Mechanical Inc.,*",G. A. Mechanical,,,private,false,0.92,Small-business mechanical contractor; typical regional awardee below public scale.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
GE Aviation Systems LLC,GE Aviation Systems,GE,General Electric Company,subsidiary,true,0.93,GE Aviation is a listed GE subsidiary (often announced as GE or GE Aviation Systems) providing jet engines and avionics.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
GEM Building Contractors & Developers Inc.,GEM Building Contractors & Developers,,,private,false,0.91,Regional construction and development firm; no public parent identified.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
"GM Hill Engineering Inc.,*",GM Hill Engineering,,,private,false,0.89,Small engineering services contractor with a local-market name; typical of private DoD engineering shops.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"GMHILL BAKER JV LLC,*",GMHill-Baker JV,,,joint_venture,false,0.75,"Joint venture explicitly marked by 'JV' in name; neither GM Hill nor Baker identified as public entities, so no listing applies.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"GMHill-Baker JV LLC,*",GMHill-Baker JV,,,joint_venture,false,0.75,"Joint venture explicitly marked by 'JV' in name; neither GM Hill nor Baker identified as public entities, so no listing applies.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
GS Engineering,GS Engineering,,,private,false,0.88,Generic engineering services name with no recognizable affiliation to a listed company.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"GSMS Inc.,*",GSMS,,,private,false,0.89,Small-business contractor with an acronym name; no indication of public company parent.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Gallaher Management Group Inc.,Gallaher Management Group,,,private,false,0.89,Management and professional services firm; privately held.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
Gauss Management Research and Engineering Inc.,Gauss Management Research and Engineering,,,private,false,0.88,Engineering and research services firm; no recognizable public parent.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
General Atomics,General Atomics,,,private,false,0.88,General Atomics (GA) is a major privately held defense contractor; not publicly listed despite large scale and prominence.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
General Atomics Integrated Intelligence Inc.,General Atomics Integrated Intelligence,,General Atomics,subsidiary,false,0.9,Division of privately held General Atomics focused on intelligence systems; parent is private.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
"General Atomics, Aeronautical Systems Inc.",General Atomics Aeronautical Systems,,General Atomics,subsidiary,false,0.91,GA-ASI is the well-known unmanned aircraft division of privately held General Atomics; parent remains private.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
General Constructors Inc. of the Quad Cities,General Constructors of the Quad Cities,,,private,false,0.92,Regional construction firm based in Quad Cities; typical private small-to-mid-size contractor.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
General Dynamics Electric Boat Corp.,General Dynamics Electric Boat,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Information Technology Inc.,General Dynamics Information Technology,GD,General Dynamics Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'General Dynamics Information Technology' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Land System,General Dynamics Land System,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Land Systems Customer Service and Support Co.,General Dynamics Land Systems Customer Service and Support,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Land Systems' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Land Systems Inc.,General Dynamics Land Systems,GD,General Dynamics Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'General Dynamics Land Systems' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Mission Systems,General Dynamics Mission Systems,GD,General Dynamics Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'General Dynamics Mission Systems' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Mission Systems Inc.,General Dynamics Mission Systems,GD,General Dynamics Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'General Dynamics Mission Systems' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics One Source LLC,General Dynamics One Source,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics Ordnance and Tactical Systems,General Dynamics Ordnance and Tactical Systems,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-02 16:02:00,deterministic,,sk-5c88474c
General Dynamics Ordnance and Tactical Systems Defense Research Institute Inc.,General Dynamics Ordnance and Tactical Systems Defense Research Institute,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Dynamics-OTS Inc.,General Dynamics-OTS,GD,General Dynamics Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'General Dynamics Corporation' in data/universe.csv -> GD (General Dynamics Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
General Electric (GE) Aerospace,General Electric Aerospace,GE,General Electric Company,subsidiary,true,0.9,GE Aerospace (historical division now merged into GE Aviation under General Electric Company) is a subsidiary of public GE.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
General Electric Co.,General Electric,GE,,direct,true,0.99,General Electric Company is a directly listed public corporation on NYSE under ticker GE.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
"Genesis Systems LLC,*",Genesis Systems,,,private,false,0.91,Small-business awardee with generic name; no public affiliation detected.,2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
Geneva Technologies Inc.,Geneva Technologies,,,private,false,0.89,"Technology services firm; privately held, no public parent identified.",2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
Gentex Corp.,Gentex,GNTX,,direct,true,0.94,"Gentex Corporation is a publicly listed manufacturer of automotive and aerospace products, including helmet systems, on NASDAQ under GNTX.",2026-09-02 16:04:33,claude-haiku-4-5,811b4d501f7e7c90dffb17f3b06afddb21a5ac193aafe2b1acbdb4657d4d5368,sk-5c88474c
Georgia Power Co.,Georgia Power,SO,Southern Company,subsidiary,true,0.92,"Georgia Power is a major subsidiary of Southern Company (SO), a publicly traded utility holding company; acquired through Southern Company's operations.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Global Air Logistics and Training Aerospace Inc.,*",Global Air Logistics and Training Aerospace,,,private,false,0.88,Small-business awardee with no recognizable connection to a listed company; typical private aerospace service provider below visibility threshold.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Global Coatings LLC,*",Global Coatings,,,private,false,0.9,Small-business contractor with no known affiliation to a public company; standard private industrial services firm.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Global Technology and Management Resources,Global Technology and Management Resources,,,private,false,0.85,"Management services contractor with a generic name; no indication of public company affiliation, consistent with small DoD service providers.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Global, A 1st Flagship Co.,*","Global, A 1st Flagship Co.",,,private,false,0.88,Small-business firm with non-standard naming structure; no identifiable link to any listed entity.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Good-Men Roofing & Construction Inc.,Good-Men Roofing & Construction,,,private,false,0.9,Construction trade contractor with a descriptive name; no known public company affiliation.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Goodrich Corp., doing business as Goodrich Corp, A New York Corp.",Goodrich Corp.,RTX,RTX Corporation,subsidiary,true,0.85,Goodrich was acquired by United Technologies (now RTX Corporation) in 2012 and operates as a subsidiary of RTX; knowledge cutoff may post-date restructuring.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Goodwill Industries of South Florida Inc.,**",Goodwill Industries of South Florida,,,private,false,0.92,"Regional nonprofit social enterprise; though Goodwill is nationally recognized, individual chapters are private non-profits not publicly traded.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Goshawk LLC,*",Goshawk,,,private,false,0.88,Small-business technical services firm; name does not match any recognized public company or division.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Govini,Govini,LDOS,Leidos Holdings,subsidiary,true,0.75,Govini acquired by Leidos (LDOS) in 2020 as a software analytics subsidiary; confidence capped at 0.75 due to post-cutoff acquisition timing.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Great Hill Solutions LLC,Great Hill Solutions,,,private,false,0.88,Technology solutions contractor with a generic name; no connection to a recognized listed company.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Great Lakes Dredge & Dock Co. LLC,Great Lakes Dredge and Dock,GLDD,Great Lakes Dredge & Dock Corporation,direct,true,0.93,Great Lakes Dredge & Dock is a publicly listed company (GLDD) specializing in dredging and marine construction for federal projects.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Great Lakes Dredge and Dock Co.,Great Lakes Dredge and Dock,GLDD,Great Lakes Dredge & Dock Corporation,direct,true,0.93,Great Lakes Dredge & Dock is a publicly listed company (GLDD) specializing in dredging and marine construction for federal projects.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Great River Associates Inc.,*",Great River Associates,,,private,false,0.89,Small-business consulting or services firm with a regional name; no known public company ties.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Green Build USA LLC, doing business as Federal Contracting Protocol,*","Green Build USA, doing business as Federal Contracting Protocol",,,private,false,0.88,Small-business environmental or construction services firm; DBA alias does not indicate public company affiliation.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Greensea Systems Inc.,Greensea Systems,,,private,false,0.82,"Specialized subsea technology firm; may be acquired or privately held subsidiary of a larger player, but not independently listed.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Griffon Aerospace Inc.,*",Griffon Aerospace,,,private,false,0.88,Small aerospace contractor with a specialized name; no identifiable public company connection.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Grunley Construction Co., Inc.",Grunley Construction,,,private,false,0.9,Regional construction firm; typical private contractor in the commercial and federal construction space.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Guarantee Interiors Inc.,*",Guarantee Interiors,,,private,false,0.9,Interior construction or fit-out contractor; typical private trade services firm.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"Guardians of Honor,*",Guardians of Honor,,,private,false,0.88,Small-business firm with a non-commercial name structure; likely nonprofit or mission-focused contractor.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
Guidehouse Inc.,Guidehouse,TECH,Guidehouse Inc.,direct,true,0.7,"Guidehouse is a publicly traded consulting firm; however, ticker and listing details may have changed post-cutoff, so confidence capped at 0.70.",2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"H.C. Contracting Inc.,**",H.C. Contracting,,,private,false,0.9,Regional construction contractor with initials; typical private firm in the federal construction space.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"H.C. Contracting Inc.,***",H.C. Contracting,,,private,false,0.9,Regional construction contractor with initials; typical private firm in the federal construction space.,2026-09-02 16:04:46,claude-haiku-4-5,8274f67fbc8392af773f335e220d23a3e41007d760f7ffb2f8e56186cebadc42,sk-5c88474c
"H.V. Collins Co. Inc.,*",H.V. Collins,,,private,false,0.85,Small specialty contractor with no public record; name does not match any recognized listed company.,2026-09-02 16:04:57,claude-haiku-4-5,c48217c74b5b521ed5a072b4034e7f3eb2ebd193cdc9edbb6ffc5c4e4d6d1f3a,sk-5c88474c
"HDR AECOM Infrastructure JV, a JV",HDR AECOM Infrastructure JV,,,joint_venture,false,0.7,"Joint venture between HDR (private) and AECOM (ACM, listed); neither party dominates, so no single ticker assigned per R-004.",2026-09-02 16:04:57,claude-haiku-4-5,c48217c74b5b521ed5a072b4034e7f3eb2ebd193cdc9edbb6ffc5c4e4d6d1f3a,sk-5c88474c
